NAME,TYPE,LENGTH,LABEL
CDL00AR11S19R,Numeric,8,"Campus 2019 Domain 1A: Approaches Grade Level STD, EL, EOC English I Rate"
CDL00AR21S19R,Numeric,8,"Campus 2019 Domain 1A: Approaches Grade Level STD, EL, EOC English II Rate"
CDL00AUS1S19R,Numeric,8,"Campus 2019 Domain 1A: Approaches Grade Level STD, EL, EOC US History Rate"
CDE00AA11S19R,Numeric,8,"Campus 2019 Domain 1A: Approaches Grade Level STD, Econ Disadv, EOC Algebra I Rate"
CDE00ABI1S19R,Numeric,8,"Campus 2019 Domain 1A: Approaches Grade Level STD, Econ Disadv, EOC Biology Rate"
CDE00AR11S19R,Numeric,8,"Campus 2019 Domain 1A: Approaches Grade Level STD, Econ Disadv, EOC English I Rate"
CDE00AR21S19R,Numeric,8,"Campus 2019 Domain 1A: Approaches Grade Level STD, Econ Disadv, EOC English II Rate"
CDE00AUS1S19R,Numeric,8,"Campus 2019 Domain 1A: Approaches Grade Level STD, Econ Disadv, EOC US History Rate"
CDF00AA11S19R,Numeric,8,"Campus 2019 Domain 1A: Approaches Grade Level STD, Female, EOC Algebra I Rate"
CDF00ABI1S19R,Numeric,8,"Campus 2019 Domain 1A: Approaches Grade Level STD, Female, EOC Biology Rate"
CDF00AR11S19R,Numeric,8,"Campus 2019 Domain 1A: Approaches Grade Level STD, Female, EOC English I Rate"
CDF00AR21S19R,Numeric,8,"Campus 2019 Domain 1A: Approaches Grade Level STD, Female, EOC English II Rate"
CDF00AUS1S19R,Numeric,8,"Campus 2019 Domain 1A: Approaches Grade Level STD, Female, EOC US History Rate"
CNS00AA11S19R,Numeric,8,"Campus 2019 Domain 1A: Approaches Grade Level STD, Former Special Ed, EOC Algebra I Rate"
CNS00ABI1S19R,Numeric,8,"Campus 2019 Domain 1A: Approaches Grade Level STD, Former Special Ed, EOC Biology Rate"
CNS00AR11S19R,Numeric,8,"Campus 2019 Domain 1A: Approaches Grade Level STD, Former Special Ed, EOC English I Rate"
CNS00AR21S19R,Numeric,8,"Campus 2019 Domain 1A: Approaches Grade Level STD, Former Special Ed, EOC English II Rate"
CNS00AUS1S19R,Numeric,8,"Campus 2019 Domain 1A: Approaches Grade Level STD, Former Special Ed, EOC US History Rate"
CDH00AA11S19R,Numeric,8,"Campus 2019 Domain 1A: Approaches Grade Level STD, Hispanic, EOC Algebra I Rate"
CDH00ABI1S19R,Numeric,8,"Campus 2019 Domain 1A: Approaches Grade Level STD, Hispanic, EOC Biology Rate"
CDH00AR11S19R,Numeric,8,"Campus 2019 Domain 1A: Approaches Grade Level STD, Hispanic, EOC English I Rate"
CDH00AR21S19R,Numeric,8,"Campus 2019 Domain 1A: Approaches Grade Level STD, Hispanic, EOC English II Rate"
CDH00AUS1S19R,Numeric,8,"Campus 2019 Domain 1A: Approaches Grade Level STD, Hispanic, EOC US History Rate"
CDM00AA11S19R,Numeric,8,"Campus 2019 Domain 1A: Approaches Grade Level STD, Male, EOC Algebra I Rate"
CDM00ABI1S19R,Numeric,8,"Campus 2019 Domain 1A: Approaches Grade Level STD, Male, EOC Biology Rate"
CDM00AR11S19R,Numeric,8,"Campus 2019 Domain 1A: Approaches Grade Level STD, Male, EOC English I Rate"
CDM00AR21S19R,Numeric,8,"Campus 2019 Domain 1A: Approaches Grade Level STD, Male, EOC English II Rate"
CDM00AUS1S19R,Numeric,8,"Campus 2019 Domain 1A: Approaches Grade Level STD, Male, EOC US History Rate"
CNM00AA11S19R,Numeric,8,"Campus 2019 Domain 1A: Approaches Grade Level STD, Mobile, EOC Algebra I Rate"
CNM00ABI1S19R,Numeric,8,"Campus 2019 Domain 1A: Approaches Grade Level STD, Mobile, EOC Biology Rate"
CNM00AR11S19R,Numeric,8,"Campus 2019 Domain 1A: Approaches Grade Level STD, Mobile, EOC English I Rate"
CNM00AR21S19R,Numeric,8,"Campus 2019 Domain 1A: Approaches Grade Level STD, Mobile, EOC English II Rate"
CNM00AUS1S19R,Numeric,8,"Campus 2019 Domain 1A: Approaches Grade Level STD, Mobile, EOC US History Rate"
CD400AA11S19R,Numeric,8,"Campus 2019 Domain 1A: Approaches Grade Level STD, Pacific Islander, EOC Algebra I Rate"
CD400ABI1S19R,Numeric,8,"Campus 2019 Domain 1A: Approaches Grade Level STD, Pacific Islander, EOC Biology Rate"
CD400AR11S19R,Numeric,8,"Campus 2019 Domain 1A: Approaches Grade Level STD, Pacific Islander, EOC English I Rate"
CD400AR21S19R,Numeric,8,"Campus 2019 Domain 1A: Approaches Grade Level STD, Pacific Islander, EOC English II Rate"
CD400AUS1S19R,Numeric,8,"Campus 2019 Domain 1A: Approaches Grade Level STD, Pacific Islander, EOC US History Rate"
CDS00AA11S19R,Numeric,8,"Campus 2019 Domain 1A: Approaches Grade Level STD, Special Ed, EOC Algebra I Rate"
CDS00ABI1S19R,Numeric,8,"Campus 2019 Domain 1A: Approaches Grade Level STD, Special Ed, EOC Biology Rate"
CDS00AR11S19R,Numeric,8,"Campus 2019 Domain 1A: Approaches Grade Level STD, Special Ed, EOC English I Rate"
CDS00AR21S19R,Numeric,8,"Campus 2019 Domain 1A: Approaches Grade Level STD, Special Ed, EOC English II Rate"
CDS00AUS1S19R,Numeric,8,"Campus 2019 Domain 1A: Approaches Grade Level STD, Special Ed, EOC US History Rate"
CD200AA11S19R,Numeric,8,"Campus 2019 Domain 1A: Approaches Grade Level STD, Two or More Races, EOC Algebra I Rate"
CD200ABI1S19R,Numeric,8,"Campus 2019 Domain 1A: Approaches Grade Level STD, Two or More Races, EOC Biology Rate"
CD200AR11S19R,Numeric,8,"Campus 2019 Domain 1A: Approaches Grade Level STD, Two or More Races, EOC English I Rate"
CD200AR21S19R,Numeric,8,"Campus 2019 Domain 1A: Approaches Grade Level STD, Two or More Races, EOC English II Rate"
CD200AUS1S19R,Numeric,8,"Campus 2019 Domain 1A: Approaches Grade Level STD, Two or More Races, EOC US History Rate"
CDW00AA11S19R,Numeric,8,"Campus 2019 Domain 1A: Approaches Grade Level STD, White, EOC Algebra I Rate"
CDW00ABI1S19R,Numeric,8,"Campus 2019 Domain 1A: Approaches Grade Level STD, White, EOC Biology Rate"
CDW00AR11S19R,Numeric,8,"Campus 2019 Domain 1A: Approaches Grade Level STD, White, EOC English I Rate"
CDW00AR21S19R,Numeric,8,"Campus 2019 Domain 1A: Approaches Grade Level STD, White, EOC English II Rate"
CDW00AUS1S19R,Numeric,8,"Campus 2019 Domain 1A: Approaches Grade Level STD, White, EOC US History Rate"
CDB00AA11319R,Numeric,8,"Campus 2019 Domain 1A: Masters Grade Level STD, African American, EOC Algebra I Rate"
CDB00ABI1319R,Numeric,8,"Campus 2019 Domain 1A: Masters Grade Level STD, African American, EOC Biology Rate"
CDB00AR11319R,Numeric,8,"Campus 2019 Domain 1A: Masters Grade Level STD, African American, EOC English I Rate"
CDB00AR21319R,Numeric,8,"Campus 2019 Domain 1A: Masters Grade Level STD, African American, EOC English II Rate"
CDB00AUS1319R,Numeric,8,"Campus 2019 Domain 1A: Masters Grade Level STD, African American, EOC US History Rate"
CDA00AA11319R,Numeric,8,"Campus 2019 Domain 1A: Masters Grade Level STD, All Students, EOC Algebra I Rate"
CDA00ABI1319R,Numeric,8,"Campus 2019 Domain 1A: Masters Grade Level STD, All Students, EOC Biology Rate"
CDA00AR11319R,Numeric,8,"Campus 2019 Domain 1A: Masters Grade Level STD, All Students, EOC English I Rate"
CDA00AR21319R,Numeric,8,"Campus 2019 Domain 1A: Masters Grade Level STD, All Students, EOC English II Rate"
CDA00AUS1319R,Numeric,8,"Campus 2019 Domain 1A: Masters Grade Level STD, All Students, EOC US History Rate"
CDI00AA11319R,Numeric,8,"Campus 2019 Domain 1A: Masters Grade Level STD, American Indian, EOC Algebra I Rate"
CDI00ABI1319R,Numeric,8,"Campus 2019 Domain 1A: Masters Grade Level STD, American Indian, EOC Biology Rate"
CDI00AR11319R,Numeric,8,"Campus 2019 Domain 1A: Masters Grade Level STD, American Indian, EOC English I Rate"
CDI00AR21319R,Numeric,8,"Campus 2019 Domain 1A: Masters Grade Level STD, American Indian, EOC English II Rate"
CDI00AUS1319R,Numeric,8,"Campus 2019 Domain 1A: Masters Grade Level STD, American Indian, EOC US History Rate"
CD300AA11319R,Numeric,8,"Campus 2019 Domain 1A: Masters Grade Level STD, Asian, EOC Algebra I Rate"
CD300ABI1319R,Numeric,8,"Campus 2019 Domain 1A: Masters Grade Level STD, Asian, EOC Biology Rate"
CD300AR11319R,Numeric,8,"Campus 2019 Domain 1A: Masters Grade Level STD, Asian, EOC English I Rate"
CD300AR21319R,Numeric,8,"Campus 2019 Domain 1A: Masters Grade Level STD, Asian, EOC English II Rate"
CD300AUS1319R,Numeric,8,"Campus 2019 Domain 1A: Masters Grade Level STD, Asian, EOC US History Rate"
CDR00AA11319R,Numeric,8,"Campus 2019 Domain 1A: Masters Grade Level STD, At Risk, EOC Algebra I Rate"
CDR00ABI1319R,Numeric,8,"Campus 2019 Domain 1A: Masters Grade Level STD, At Risk, EOC Biology Rate"
CDR00AR11319R,Numeric,8,"Campus 2019 Domain 1A: Masters Grade Level STD, At Risk, EOC English I Rate"
CDR00AR21319R,Numeric,8,"Campus 2019 Domain 1A: Masters Grade Level STD, At Risk, EOC English II Rate"
CDR00AUS1319R,Numeric,8,"Campus 2019 Domain 1A: Masters Grade Level STD, At Risk, EOC US History Rate"
CNC00AA11319R,Numeric,8,"Campus 2019 Domain 1A: Masters Grade Level STD, Continuous Enrollee, EOC Algebra I Rate"
CNC00ABI1319R,Numeric,8,"Campus 2019 Domain 1A: Masters Grade Level STD, Continuous Enrollee, EOC Biology Rate"
CNC00AR11319R,Numeric,8,"Campus 2019 Domain 1A: Masters Grade Level STD, Continuous Enrollee, EOC English I Rate"
CNC00AR21319R,Numeric,8,"Campus 2019 Domain 1A: Masters Grade Level STD, Continuous Enrollee, EOC English II Rate"
CNC00AUS1319R,Numeric,8,"Campus 2019 Domain 1A: Masters Grade Level STD, Continuous Enrollee, EOC US History Rate"
CD000AA11319R,Numeric,8,"Campus 2019 Domain 1A: Masters Grade Level STD, Current-&-Monitored-Y1toY4-EL, EOC Algebra I Rate"
CD000ABI1319R,Numeric,8,"Campus 2019 Domain 1A: Masters Grade Level STD, Current-&-Monitored-Y1toY4-EL, EOC Biology Rate"
CD000AR11319R,Numeric,8,"Campus 2019 Domain 1A: Masters Grade Level STD, Current-&-Monitored-Y1toY4-EL, EOC English I Rate"
CD000AR21319R,Numeric,8,"Campus 2019 Domain 1A: Masters Grade Level STD, Current-&-Monitored-Y1toY4-EL, EOC English II Rate"
CD000AUS1319R,Numeric,8,"Campus 2019 Domain 1A: Masters Grade Level STD, Current-&-Monitored-Y1toY4-EL, EOC US History Rate"
CDL00AA11319R,Numeric,8,"Campus 2019 Domain 1A: Masters Grade Level STD, EL, EOC Algebra I Rate"
CDL00ABI1319R,Numeric,8,"Campus 2019 Domain 1A: Masters Grade Level STD, EL, EOC Biology Rate"
CDL00AR11319R,Numeric,8,"Campus 2019 Domain 1A: Masters Grade Level STD, EL, EOC English I Rate"
CDL00AR21319R,Numeric,8,"Campus 2019 Domain 1A: Masters Grade Level STD, EL, EOC English II Rate"
CDL00AUS1319R,Numeric,8,"Campus 2019 Domain 1A: Masters Grade Level STD, EL, EOC US History Rate"
CDE00AA11319R,Numeric,8,"Campus 2019 Domain 1A: Masters Grade Level STD, Econ Disadv, EOC Algebra I Rate"
CDE00ABI1319R,Numeric,8,"Campus 2019 Domain 1A: Masters Grade Level STD, Econ Disadv, EOC Biology Rate"
CDE00AR11319R,Numeric,8,"Campus 2019 Domain 1A: Masters Grade Level STD, Econ Disadv, EOC English I Rate"
CDE00AR21319R,Numeric,8,"Campus 2019 Domain 1A: Masters Grade Level STD, Econ Disadv, EOC English II Rate"
CDE00AUS1319R,Numeric,8,"Campus 2019 Domain 1A: Masters Grade Level STD, Econ Disadv, EOC US History Rate"
CDF00AA11319R,Numeric,8,"Campus 2019 Domain 1A: Masters Grade Level STD, Female, EOC Algebra I Rate"
CDF00ABI1319R,Numeric,8,"Campus 2019 Domain 1A: Masters Grade Level STD, Female, EOC Biology Rate"
CDF00AR11319R,Numeric,8,"Campus 2019 Domain 1A: Masters Grade Level STD, Female, EOC English I Rate"
CDF00AR21319R,Numeric,8,"Campus 2019 Domain 1A: Masters Grade Level STD, Female, EOC English II Rate"
CDF00AUS1319R,Numeric,8,"Campus 2019 Domain 1A: Masters Grade Level STD, Female, EOC US History Rate"
CNS00AA11319R,Numeric,8,"Campus 2019 Domain 1A: Masters Grade Level STD, Former Special Ed, EOC Algebra I Rate"
CNS00ABI1319R,Numeric,8,"Campus 2019 Domain 1A: Masters Grade Level STD, Former Special Ed, EOC Biology Rate"
CNS00AR11319R,Numeric,8,"Campus 2019 Domain 1A: Masters Grade Level STD, Former Special Ed, EOC English I Rate"
CNS00AR21319R,Numeric,8,"Campus 2019 Domain 1A: Masters Grade Level STD, Former Special Ed, EOC English II Rate"
CNS00AUS1319R,Numeric,8,"Campus 2019 Domain 1A: Masters Grade Level STD, Former Special Ed, EOC US History Rate"
CDH00AA11319R,Numeric,8,"Campus 2019 Domain 1A: Masters Grade Level STD, Hispanic, EOC Algebra I Rate"
CDH00ABI1319R,Numeric,8,"Campus 2019 Domain 1A: Masters Grade Level STD, Hispanic, EOC Biology Rate"
CDH00AR11319R,Numeric,8,"Campus 2019 Domain 1A: Masters Grade Level STD, Hispanic, EOC English I Rate"
CDH00AR21319R,Numeric,8,"Campus 2019 Domain 1A: Masters Grade Level STD, Hispanic, EOC English II Rate"
CDH00AUS1319R,Numeric,8,"Campus 2019 Domain 1A: Masters Grade Level STD, Hispanic, EOC US History Rate"
CDM00AA11319R,Numeric,8,"Campus 2019 Domain 1A: Masters Grade Level STD, Male, EOC Algebra I Rate"
CDM00ABI1319R,Numeric,8,"Campus 2019 Domain 1A: Masters Grade Level STD, Male, EOC Biology Rate"
CDM00AR11319R,Numeric,8,"Campus 2019 Domain 1A: Masters Grade Level STD, Male, EOC English I Rate"
CDM00AR21319R,Numeric,8,"Campus 2019 Domain 1A: Masters Grade Level STD, Male, EOC English II Rate"
CDM00AUS1319R,Numeric,8,"Campus 2019 Domain 1A: Masters Grade Level STD, Male, EOC US History Rate"
CNM00AA11319R,Numeric,8,"Campus 2019 Domain 1A: Masters Grade Level STD, Mobile, EOC Algebra I Rate"
CNM00ABI1319R,Numeric,8,"Campus 2019 Domain 1A: Masters Grade Level STD, Mobile, EOC Biology Rate"
CNM00AR11319R,Numeric,8,"Campus 2019 Domain 1A: Masters Grade Level STD, Mobile, EOC English I Rate"
CNM00AR21319R,Numeric,8,"Campus 2019 Domain 1A: Masters Grade Level STD, Mobile, EOC English II Rate"
CNM00AUS1319R,Numeric,8,"Campus 2019 Domain 1A: Masters Grade Level STD, Mobile, EOC US History Rate"
CD400AA11319R,Numeric,8,"Campus 2019 Domain 1A: Masters Grade Level STD, Pacific Islander, EOC Algebra I Rate"
CD400ABI1319R,Numeric,8,"Campus 2019 Domain 1A: Masters Grade Level STD, Pacific Islander, EOC Biology Rate"
CD400AR11319R,Numeric,8,"Campus 2019 Domain 1A: Masters Grade Level STD, Pacific Islander, EOC English I Rate"
CD400AR21319R,Numeric,8,"Campus 2019 Domain 1A: Masters Grade Level STD, Pacific Islander, EOC English II Rate"
CD400AUS1319R,Numeric,8,"Campus 2019 Domain 1A: Masters Grade Level STD, Pacific Islander, EOC US History Rate"
CDS00AA11319R,Numeric,8,"Campus 2019 Domain 1A: Masters Grade Level STD, Special Ed, EOC Algebra I Rate"
CDS00ABI1319R,Numeric,8,"Campus 2019 Domain 1A: Masters Grade Level STD, Special Ed, EOC Biology Rate"
CDS00AR11319R,Numeric,8,"Campus 2019 Domain 1A: Masters Grade Level STD, Special Ed, EOC English I Rate"
CDS00AR21319R,Numeric,8,"Campus 2019 Domain 1A: Masters Grade Level STD, Special Ed, EOC English II Rate"
CDS00AUS1319R,Numeric,8,"Campus 2019 Domain 1A: Masters Grade Level STD, Special Ed, EOC US History Rate"
CD200AA11319R,Numeric,8,"Campus 2019 Domain 1A: Masters Grade Level STD, Two or More Races, EOC Algebra I Rate"
CD200ABI1319R,Numeric,8,"Campus 2019 Domain 1A: Masters Grade Level STD, Two or More Races, EOC Biology Rate"
CD200AR11319R,Numeric,8,"Campus 2019 Domain 1A: Masters Grade Level STD, Two or More Races, EOC English I Rate"
CD200AR21319R,Numeric,8,"Campus 2019 Domain 1A: Masters Grade Level STD, Two or More Races, EOC English II Rate"
CD200AUS1319R,Numeric,8,"Campus 2019 Domain 1A: Masters Grade Level STD, Two or More Races, EOC US History Rate"
CDW00AA11319R,Numeric,8,"Campus 2019 Domain 1A: Masters Grade Level STD, White, EOC Algebra I Rate"
CDW00ABI1319R,Numeric,8,"Campus 2019 Domain 1A: Masters Grade Level STD, White, EOC Biology Rate"
CDW00AR11319R,Numeric,8,"Campus 2019 Domain 1A: Masters Grade Level STD, White, EOC English I Rate"
CDW00AR21319R,Numeric,8,"Campus 2019 Domain 1A: Masters Grade Level STD, White, EOC English II Rate"
CDW00AUS1319R,Numeric,8,"Campus 2019 Domain 1A: Masters Grade Level STD, White, EOC US History Rate"
CDB00AA11219R,Numeric,8,"Campus 2019 Domain 1A: Meets Grade Level STD, African American, EOC Algebra I Rate"
CDB00ABI1219R,Numeric,8,"Campus 2019 Domain 1A: Meets Grade Level STD, African American, EOC Biology Rate"
CDB00AR11219R,Numeric,8,"Campus 2019 Domain 1A: Meets Grade Level STD, African American, EOC English I Rate"
CDB00AR21219R,Numeric,8,"Campus 2019 Domain 1A: Meets Grade Level STD, African American, EOC English II Rate"
CDB00AUS1219R,Numeric,8,"Campus 2019 Domain 1A: Meets Grade Level STD, African American, EOC US History Rate"
CDA00AA11219R,Numeric,8,"Campus 2019 Domain 1A: Meets Grade Level STD, All Students, EOC Algebra I Rate"
CDA00ABI1219R,Numeric,8,"Campus 2019 Domain 1A: Meets Grade Level STD, All Students, EOC Biology Rate"
CDA00AR11219R,Numeric,8,"Campus 2019 Domain 1A: Meets Grade Level STD, All Students, EOC English I Rate"
CDA00AR21219R,Numeric,8,"Campus 2019 Domain 1A: Meets Grade Level STD, All Students, EOC English II Rate"
CDA00AUS1219R,Numeric,8,"Campus 2019 Domain 1A: Meets Grade Level STD, All Students, EOC US History Rate"
CDI00AA11219R,Numeric,8,"Campus 2019 Domain 1A: Meets Grade Level STD, American Indian, EOC Algebra I Rate"
CDI00ABI1219R,Numeric,8,"Campus 2019 Domain 1A: Meets Grade Level STD, American Indian, EOC Biology Rate"
CDI00AR11219R,Numeric,8,"Campus 2019 Domain 1A: Meets Grade Level STD, American Indian, EOC English I Rate"
CDI00AR21219R,Numeric,8,"Campus 2019 Domain 1A: Meets Grade Level STD, American Indian, EOC English II Rate"
CDI00AUS1219R,Numeric,8,"Campus 2019 Domain 1A: Meets Grade Level STD, American Indian, EOC US History Rate"
CD300AA11219R,Numeric,8,"Campus 2019 Domain 1A: Meets Grade Level STD, Asian, EOC Algebra I Rate"
CD300ABI1219R,Numeric,8,"Campus 2019 Domain 1A: Meets Grade Level STD, Asian, EOC Biology Rate"
CD300AR11219R,Numeric,8,"Campus 2019 Domain 1A: Meets Grade Level STD, Asian, EOC English I Rate"
CD300AR21219R,Numeric,8,"Campus 2019 Domain 1A: Meets Grade Level STD, Asian, EOC English II Rate"
CD300AUS1219R,Numeric,8,"Campus 2019 Domain 1A: Meets Grade Level STD, Asian, EOC US History Rate"
CDR00AA11219R,Numeric,8,"Campus 2019 Domain 1A: Meets Grade Level STD, At Risk, EOC Algebra I Rate"
CDR00ABI1219R,Numeric,8,"Campus 2019 Domain 1A: Meets Grade Level STD, At Risk, EOC Biology Rate"
CDR00AR11219R,Numeric,8,"Campus 2019 Domain 1A: Meets Grade Level STD, At Risk, EOC English I Rate"
CDR00AR21219R,Numeric,8,"Campus 2019 Domain 1A: Meets Grade Level STD, At Risk, EOC English II Rate"
CDR00AUS1219R,Numeric,8,"Campus 2019 Domain 1A: Meets Grade Level STD, At Risk, EOC US History Rate"
CNC00AA11219R,Numeric,8,"Campus 2019 Domain 1A: Meets Grade Level STD, Continuous Enrollee, EOC Algebra I Rate"
CNC00ABI1219R,Numeric,8,"Campus 2019 Domain 1A: Meets Grade Level STD, Continuous Enrollee, EOC Biology Rate"
CNC00AR11219R,Numeric,8,"Campus 2019 Domain 1A: Meets Grade Level STD, Continuous Enrollee, EOC English I Rate"
CNC00AR21219R,Numeric,8,"Campus 2019 Domain 1A: Meets Grade Level STD, Continuous Enrollee, EOC English II Rate"
CNC00AUS1219R,Numeric,8,"Campus 2019 Domain 1A: Meets Grade Level STD, Continuous Enrollee, EOC US History Rate"
CD000AA11219R,Numeric,8,"Campus 2019 Domain 1A: Meets Grade Level STD, Current-&-Monitored-Y1toY4-EL, EOC Algebra I Rate"
CD000ABI1219R,Numeric,8,"Campus 2019 Domain 1A: Meets Grade Level STD, Current-&-Monitored-Y1toY4-EL, EOC Biology Rate"
CD000AR11219R,Numeric,8,"Campus 2019 Domain 1A: Meets Grade Level STD, Current-&-Monitored-Y1toY4-EL, EOC English I Rate"
CD000AR21219R,Numeric,8,"Campus 2019 Domain 1A: Meets Grade Level STD, Current-&-Monitored-Y1toY4-EL, EOC English II Rate"
CD000AUS1219R,Numeric,8,"Campus 2019 Domain 1A: Meets Grade Level STD, Current-&-Monitored-Y1toY4-EL, EOC US History Rate"
CDL00AA11219R,Numeric,8,"Campus 2019 Domain 1A: Meets Grade Level STD, EL, EOC Algebra I Rate"
CDL00ABI1219R,Numeric,8,"Campus 2019 Domain 1A: Meets Grade Level STD, EL, EOC Biology Rate"
CDL00AR11219R,Numeric,8,"Campus 2019 Domain 1A: Meets Grade Level STD, EL, EOC English I Rate"
CDL00AR21219R,Numeric,8,"Campus 2019 Domain 1A: Meets Grade Level STD, EL, EOC English II Rate"
CDL00AUS1219R,Numeric,8,"Campus 2019 Domain 1A: Meets Grade Level STD, EL, EOC US History Rate"
CDE00AA11219R,Numeric,8,"Campus 2019 Domain 1A: Meets Grade Level STD, Econ Disadv, EOC Algebra I Rate"
CDE00ABI1219R,Numeric,8,"Campus 2019 Domain 1A: Meets Grade Level STD, Econ Disadv, EOC Biology Rate"
CDE00AR11219R,Numeric,8,"Campus 2019 Domain 1A: Meets Grade Level STD, Econ Disadv, EOC English I Rate"
CDE00AR21219R,Numeric,8,"Campus 2019 Domain 1A: Meets Grade Level STD, Econ Disadv, EOC English II Rate"
CDE00AUS1219R,Numeric,8,"Campus 2019 Domain 1A: Meets Grade Level STD, Econ Disadv, EOC US History Rate"
CDF00AA11219R,Numeric,8,"Campus 2019 Domain 1A: Meets Grade Level STD, Female, EOC Algebra I Rate"
CDF00ABI1219R,Numeric,8,"Campus 2019 Domain 1A: Meets Grade Level STD, Female, EOC Biology Rate"
CDF00AR11219R,Numeric,8,"Campus 2019 Domain 1A: Meets Grade Level STD, Female, EOC English I Rate"
